warlock	witch
lapdog	dog
speeder	driver
template	model
archbishopric	jurisdiction
catching	acquiring
epitaxy	growing
letter	owner
stimulation	information
courtesy	manner
jelly	substance
approval	liking
vasoconstrictor	agent
smallness	amount
stringer	brace
diathesis	sensitivity
traveler	person
snap	break
pickup	acquiring
choreographer	creator
residue	matter
bhakti	devotion
shantung	fabric
moistening	wetting
maenad	woman
reception	catch
raindrop	drop
hysteria	neurosis
assault	attack
rebuilding	reconstruction
justification	explanation
sharpie	sailboat
myth	story
butler	manservant
baluster	support
throes	suffering
wavelength	distance
provision	condition
line	carrier
institution	establishment
microscopist	scientist
withholding	subtraction
pavane	dancing
lemming	rodent
firebase	base
admiration	blessing
table	gathering
twist	rotation
hysterectomy	ablation
buff	leather
encaustic	paint
manganate	salt
self-fertilization	fertilization
catena	chain
knee-high	sock
davenport	desk
heroine	character
ganger	foreman
pinch	injury
vodka	liquor
bassoonist	musician
aircraft	craft
lather	foam
stabber	attacker
seducer	libertine
manslaughter	homicide
otology	medicine
dock	enclosure
gauntlet	challenge
cirrocumulus	cloud
size	filler
program	announcement
earlobe	lobe
snorter	difficulty
centrality	position
catchall	enclosure
bobbin	winder
egoism	theory
sigh	utterance
bishop	priest
complex	compound
denier	disputant
hyperventilation	breathing
aba	fabric
footprint	trace
part	concern
flatiron	iron
evaluation	appraisal
symbolism	practice
draft	depth
togetherness	closeness
polemicist	writer
misnomer	name
flea	ectoparasite
thump	sound
fluid	substance
preposition	place
gyromitra	fungus
photostat	photocopy
indigo	violet
preponderance	power
crescendo	volume
world	class
checkbook	record
boycott	protest
herbage	herb
airlock	chamber
gratification	satisfaction
chancellorship	position
commons	pasture
conquest	success
rapper	singer
mint	plant
bibliographer	scholar
narrowness	width
homebuilder	builder
creche	hospital
assizes	court
locus	set
articulation	pronunciation
rebound	catch
complement	counterpart
turn	activity
start	line
failure	unfortunate
siskin	finch
shakiness	instability
card	record
peg	regulator
abstraction	removal
legislature	assembly
dollar	coin
facilitation	condition
arrangement	composing
thread	cord
levirate	institution
pricing	evaluation
gala	celebration
wiring	circuit
physiologist	biologist
brim	projection
meander	curve
closer	reliever
methanol	alcohol
royal	stag
infancy	immaturity
stick	implement
abandonment	rejection
yeast	leaven
sinecure	position
dungeon	cell
sole	flatfish
candelabrum	candlestick
tradition	content
beat	path
expiation	redemption
ego	mind
finding	judgment
solicitation	enticement
pate	top
hyacinth	zircon
pragmatics	linguistics
possibility	option
head	word
chassis	skeleton
matzo	bread
shillelagh	cudgel
fecundity	creativity
fleece	fabric
indecency	misbehavior
tendency	disposition
hatband	band
verse	line
epsilon	letter
anesthesiology	medicine
tiptoe	tip
malabsorption	assimilation
monetarist	economist
holder	capitalist
skyscraper	building
whack	sound
quick	area
muse	source
scrub	vegetation
bias	partiality
collodion	solution
laundry	garment
firebox	furnace
narcosis	unconsciousness
cambium	stratum
experience	happening
abetment	encouragement
prorogation	discontinuance
coil	tube
singleness	sincerity
uvea	structure
swoop	descent
separation	sorting
cryptogram	writing
carillon	chime
pistol	firearm
syndrome	symptom
kindergarten	preschool
correction	drop
filing	storage
correlation	statistics
stratum	layer
trichotillomania	mania
bleach	white
overestimate	estimate
seismologist	geophysicist
friend	person
shaking	agitation
peal	sound
net	fabric
astrodynamics	astronomy
gobble	cry
sequestration	writ
transfusion	action
xeroderma	ichthyosis
quack	mountebank
reading	interpretation
subdivision	tract
polyamide	polymer
mater	mother
illustration	artwork
needle	implement
home	location
homeliness	appearance
azalea	rhododendron
medallion	helping
godfather	patron
outdoors	outside
estate	property
coup	success
article	piece
parity	equivalence
hearts	whist
insensibility	unconsciousness
sunburst	design
waver	motion
cordon	series
periodical	publication
punctuation	interruption
caret	mark
accountability	responsibility
submission	agreement
demurrer	pleading
collectivization	constitution
hallway	corridor
succession	order
jaw	bone
juice	energy
pollard	tree
extra	edition
bohemia	clique
capote	greatcoat
wattle	acacia
mogul	bulge
formalwear	attire
underbelly	abdomen
allyl	group
congee	gruel
casing	framework
meditation	contemplation
platy	topminnow
dubbin	tallow
granuloma	tumor
tracheostomy	operation
probe	exploration
danaid	butterfly
cresol	phenol
satrap	governor
simultaneity	timing
walkout	strike
tonnage	duty
breed	variety
smell	sensing
tillage	culture
crawlspace	space
shin	letter
jag	flap
massasauga	rattlesnake
subscription	handwriting
bounty	reward
partita	suite
pinchbeck	alloy
gherkin	cucumber
acquaintance	relationship
roofing	material
building	structure
insurance	security
streamliner	train
filet	lace
cassava	starch
endorsement	signature
tostada	tortilla
denial	assertion
idol	star
nostril	naris
chloride	compound
kittiwake	gull
saffron	crocus
rustication	retirement
snag	bulge
blowing	processing
composite	flower
lobectomy	ablation
roll-on	dispenser
dominant	note
assize	regulation
salmi	ragout
1790s	decade
wetness	condition
tench	cyprinid
couturier	creator
racist	bigot
precognition	clairvoyance
immodesty	indecency
moire	fabric
pro	argument
causality	relation
mastic	filler
polygyny	polygamy
atrium	court
centrum	bone
meltwater	water
altar	table
allspice	spice
realism	practicality
aid	resource
row	sequence
collards	kale
sod	guy
entrepot	port
crudites	appetizer
caladenia	orchid
portage	carry
sense	appreciation
disinformation	misinformation
grazing	touch
deal	result
manor	estate
ailment	disorder
systematics	science
clearing	improvement
guard	defender
decolletage	neckline
reclamation	rescue
talon	claw
mayoress	mayor
poncho	cloak
growler	iceberg
meltdown	calamity
kneeler	board
midterm	point
shirttail	fabric
chap	legging
shaking	motion
protectionist	advocate
fragmentation	explosion
eta	letter
cognizance	perception
unreality	nonexistence
shaping	process
stay	act
weir	dam
recliner	armchair
response	consequence
tapestry	hanging
wanderlust	urge
implantation	placement
fingertip	tip
birthmark	blemish
squab	poultry
bosom	privacy
dombeya	shrub
theosophist	believer
empiricism	investigation
embodiment	personification
shutout	defeat
facility	artifact
mainspring	spring
treason	disloyalty
grace	state
babka	coffeecake
pull	advantage
static	criticism
breeder	stockman
maestro	artist
stone	coldness
plantain	vegetable
pictograph	character
potash	hydroxide
fedayeen	paramilitary
subordinate	assistant
husk	sheath
canvasser	teller
arrack	liquor
miniature	copy
solidarity	commonality
whooper	swan
decoy	deceiver
endgame	end
gazelle	antelope
sundial	timepiece
cutlery	tableware
tetrahymena	ciliate
shoeshine	coating
turtledove	dove
daub	painting
snail	gastropod
dairyman	farmhand
trier	person
cytogenetics	genetics
interleaf	leaf
logarithm	exponent
peristome	structure
rainbow	promise
spin	rendition
walkabout	tour
billabong	pool
canopy	shelter
woodcut	engraving
dive	swimming
slouch	incompetent
comfort	gratification
inheritance	heredity
start	advantage
suffragette	suffragist
legion	association
internode	segment
myosin	globulin
rattan	cane
subscriber	supporter
fact	concept
louver	slat
switcheroo	switch
caricaturist	parodist
multiplicity	magnitude
protease	enzyme
struggle	effort
shunt	implant
conk	nose
ranking	standing
sling	bandage
fidelity	quality
comparative	adverb
roundelay	song
personification	embodiment
debilitation	weakening
pore	hole
mercer	trader
upholstery	trade
adjournment	postponement
gaddi	cushion
mumbling	enunciation
certificate	document
flurry	snow
exemplar	ideal
alignment	adjustment
instigator	troublemaker
standdown	abeyance
hypochondria	anxiety
purple	nobility
premise	postulate
poisoning	killing
belting	fabric
repellent	power
fertilization	enrichment
adjunct	associate
bunter	batter
cutting	stalk
vignette	sketch
baffled	people
highlight	detail
squeeze	loss
powerhouse	actor
parent	organism
preserver	person
boom	pole
depigmentation	coloration
free	people
prediction	reasoning
nailer	worker
intelligence	information
matrix	enclosure
fan	follower
rail	railway
can	buoy
daybed	sofa
analysis	criticism
mandate	commission
omission	neglect
pegboard	board
milk	foodstuff
meter	rhythmicity
diphthong	vowel
box	rectangle
mammalogy	zoology
citation	summons
transference	displacement
millpond	pond
shotgun	firearm
snowboard	board
apogee	apoapsis
charioteer	driver
spearhead	point
mystic	believer
driftwood	wood
sportscast	newscast
taxonomy	categorization
attache	specialist
mosaic	transducer
datum	information
wrack	destruction
parody	caricature
opening	introduction
fender	guard
kid	goat
insensitivity	inability
chew	morsel
scanner	detector
nip	spiciness
simile	trope
outburst	disturbance
lexicology	linguistics
immolation	sacrifice
playbook	scheme
welterweight	boxer
knish	turnover
wand	rod
hole	opening
brutalization	degradation
lyrebird	passerine
four-wheeler	hackney
margarita	cocktail
vasopressin	hormone
grain	leather
stonework	masonry
moralist	philosopher
diminutive	word
categorization	grouping
rebirth	revival
test	covering
shortness	stature
astrology	pseudoscience
vaquita	porpoise
epinephrine	vasoconstrictor
area	extent
aberrant	anomaly
midazolam	benzodiazepine
reconsideration	consideration
quinone	compound
opening	space
button	artifact
woodcraft	craft
stepmother	stepparent
electronegativity	tendency
number	size
game	part
spread	condiment
paddle	bat
quadriplegia	paralysis
hopefulness	condition
claw	extremity
hone	whetstone
fuzz	beard
gap	opening
school	building
comparison	examination
harmony	music
continuity	coherence
bar	support
beet	vegetable
gelatin	dainty
anonymity	obscurity
anorthite	plagioclase
disjunction	separation
sensation	stir
filing	fragment
millionth	rank
manipulation	influence
reversible	garment
damson	plum
adventuress	adventurer
repose	composure
sifter	sieve
monad	atom
domesticity	activity
excuse	defense
ethnarch	ruler
figure	maneuver
disqualification	prevention
insulation	protection
metatarsal	bone
irregularity	quality
material	information
exotoxin	toxin
iron	implement
specimen	sample
dissimilarity	difference
scorer	player
match	score
maid	domestic
disarming	demobilization
mezzanine	floor
fault	responsibility
snare	string
salvinorin	hallucinogen
streamer	headline
lid	top
regurgitation	recall
undertaking	trade
diatom	phytoplankton
opening	succession
dell	hollow
mix	combination
seiche	wave
polyphony	music
mesothelioma	carcinoma
moralizing	philosophizing
psychiatrist	specialist
mitzvah	teaching
half-pay	wage
gilt	coating
phosphine	gas
blank	sheet
pyrene	nutlet
stockade	fortification
keratitis	inflammation
retort	vessel
bandwagon	vogue
husband	spouse
occasions	business
inhaler	dispenser
spoor	trail
plane	shape
push	force
rejection	situation
culvert	drain
irrigation	provision
winepress	press
cohort	set
menu	agenda
rust	oxidation
vent	slit
spinach	vegetable
herbicide	chemical
vehemence	intensity
auger	drill
armorer	manufacturer
slenderness	insufficiency
minoxidil	vasodilator
shift	hours
cardigan	sweater
anemia	symptom
clevis	coupling
bloodstone	chalcedony
honeysuckle	banksia
memorability	quality
timidity	fear
forget-me-not	herb
heiress	heir
stake	gamble
quail	wildfowl
academician	honoree
manzanita	shrub
kirtle	tunic
party	set
measurer	person
majority	number
jamb	upright
holiday	day
licorice	herb
zodiac	diagram
synonym	word
harmattan	wind
toke	puff
garnish	decoration
clone	organism
cytosine	pyrimidine
wisp	tuft
infusion	extraction
disorientation	delusion
furniture	furnishing
weaver	craftsman
rebus	problem
capsid	protein
chain	ligament
nub	part
belligerence	hostility
overdrive	action
horde	community
scape	stalk
stump	post
beck	gesture
skateboarding	skating
trade-in	property
urate	salt
tension	strain
venter	speaker
eukaryote	organism
cholecystectomy	ablation
velocipede	bicycle
server	player
shin	cut
cowardice	spirit
frustration	hindrance
interdiction	prohibition
contrary	opposition
homecoming	reunion
best	person
narcotic	drug
walk-in	person
countertransference	transference
showboat	steamboat
manipulator	person
crooner	singer
slam	impact
banksia	shrub
speaking	utterance
heir	recipient
hen	bird
tattler	sandpiper
barley	cereal
mutism	condition
flippancy	levity
character	repute
withdrawal	removal
tyrant	person
analyticity	property
cutthroat	murderer
hydrate	compound
areola	area
whirlpool	current
towhead	blond
potshot	criticism
carafe	bottle
ermine	weasel
topper	coat
interception	catch
florilegium	anthology
sunlight	light
puppetry	art
site	position
biochemist	chemist
roommate	friend
experimentalism	orientation
scallop	shellfish
larceny	felony
sheepherder	herder
upholder	supporter
reallocation	allotment
baldness	hairlessness
injustice	wrongdoing
sinking	anxiety
pathogen	microorganism
failure	happening
paper	medium
hop	vine
masthead	title
ballistics	trajectory
adjunct	construction
pluralist	liberal
heatstroke	collapse
reconstruction	recall
arranger	musician
self-pollination	pollination
programmer	engineer
transalpine	foreigner
huckleberry	shrub
virtue	morality
ninja	mercenary
greengrocer	grocer
booking	employment
streptokinase	enzyme
cloakroom	lounge
pusher	mover
substitution	change
podiatry	medicine
whitewash	wash
drop	decrease
cheer	approval
blackmail	extortion
family	lineage
flash	experience
muchness	magnitude
staging	discard
censer	vessel
line	persuasion
bonsai	tree
floatplane	seaplane
obscurantism	deception
dragnet	system
suspensory	bandage
splice	junction
anchorage	condition
cadaver	body
outdoorsman	person
ogee	cyma
dik-dik	antelope
shopper	agent
constipation	symptom
sanction	approval
brachiopod	invertebrate
purchase	acquisition
smother	smoke
doublet	jacket
turkey	poultry
writing	oeuvre
starship	spacecraft
crus	limb
arachnid	arthropod
circle	shape
sidestep	step
arming	mobilization
choir	area
gourd	bottle
literalness	concreteness
happiness	feeling
memorization	learning
review	exercise
negligence	carelessness
boisterousness	storminess
underestimate	estimate
qualification	revision
clash	conflict
sixpence	coin
idiom	saying
acquiring	act
shoal	sandbank
minimum	limit
catwalk	platform
admirer	person
tongs	device
budgerigar	parakeet
viola	herb
borderland	district
salicylate	salt
obverse	option
paleoecology	ecology
boathouse	shed
reading	datum
caravanning	vacationing
aisle	area
silkiness	smoothness
ply	layer
sedan	litter
child	person
bookworm	reader
reservoir	thing
crusher	device
spaceflight	voyage
expert	person
upstairs	part
correspondent	journalist
citizen	national
dirge	song
production	industry
entertainment	diversion
petroleum	oil
utilization	state
redundancy	repetition
bull	cattle
desirability	good
footboard	platform
metro	railway
shaft	upright
discrepancy	deviation
antic	diversion
floss	thread
font	type
fingering	touch
development	improvement
zooplankton	animal
stanhope	carriage
taenia	tapeworm
bauxite	mineral
spacewalker	astronaut
hank	coil
tension	balance
monal	pheasant
drumhead	membrane
roach	cyprinid
bookkeeping	accountancy
dinner	party
nitrification	oxidation
apatite	mineral
televangelist	evangelist
rendezvous	meeting
brawl	fight
matter	trouble
treacle	syrup
environment	situation
purl	thread
gusset	plate
trichotomy	classification
suggestion	proposal
objectivity	judgment
administration	justice
running	administration
pawn	pledge
cabala	secret
funnel	cone
undesirability	bad
arson	burning
palanquin	litter
extreme	degree
talk	gossip
cucumber	melon
queue	list
vasectomy	ablation
militia	body
peninsula	land
sob	crying
cheapskate	miser
puppy	pup
analysis	reasoning
foreland	land
candlewick	wick
guestroom	bedroom
tramcar	wagon
streambed	bed
itinerant	laborer
cowhide	whip
coma	cloud
vermin	pest
culture	growth
scope	extent
curator	custodian
pardon	warrant
nimbus	cloud
archeology	anthropology
bauble	scepter
streaker	exhibitionist
advantage	asset
circumstances	possession
cannibal	savage
indication	communication
recission	cancellation
sunstroke	heatstroke
mandarin	citrus
pressing	part
inevitable	destiny
cervix	orifice
censor	official
reference	publication
hypnotism	influence
truth	actuality
boss	leader
thirties	decade
auditorium	area
newspapering	journalism
documentation	confirmation
blastula	embryo
etching	engraving
monotony	constancy
fixation	preservation
accessory	clothing
preservationist	reformer
hesitation	pause
rod	bacteria
brow	feature
burlesque	show
closing	approach
patching	repair
complement	adjunct
lubricant	substance
establishment	proof
piton	spike
banquette	bench
carrion	body
serif	line
escargot	meat
pollster	inquirer
cooper	craftsman
vigor	strength
cirrus	cloud
minesweeper	ship
pewter	alloy
haploid	organism
relaxation	increase
pulp	magazine
egomaniac	egotist
kite	check
gauge	standard
dropkick	kick
empire	government
coccyx	bone
mousse	toiletry
cant	talk
pantheon	memorial
recursion	rule
geebung	shrub
pair	set
diarist	writer
verbalization	wording
resignation	despair
seat	support
isostasy	equilibrium
narration	report
score	number
limelight	lamp
transmission	sending
fender	barrier
stunt	feat
lift	device
theorem	idea
hull	husk
sting	pain
indebtedness	obligation
ring	platform
chronometer	clock
bruise	injury
spiral	curve
disguise	semblance
discovery	act
invariant	feature
jumper	athlete
introspection	contemplation
suffocation	hypoxia
scruple	principle
cutout	switch
volunteer	serviceman
deanery	residence
allotment	share
undertow	inclination
half-breed	half-caste
way	course
engraver	printmaker
sassafras	laurel
foreman	supervisor
speed	pace
tortellini	pasta
ceftriaxone	cephalosporin
trumpeter	swan
blue	organization
pyramid	speculation
bowling	playing
unsteadiness	irregularity
witch-hunt	harassment
stockholding	property
moderator	mediator
indexing	categorization
brandy	liquor
cupcake	cake
assurance	statement
wart	keratosis
dynasty	family
prong	projection
investment	skin
ruin	destruction
carbonado	diamond
counterrevolution	revolution
stimulation	arousal
monoamine	amine
hysteric	neurotic
breechblock	blockage
window	display
dagger	knife
misdirection	direction
sterilization	operation
presence	attendance
patrimony	endowment
blight	devastation
roadbed	bed
hex	spell
notification	request
barnacle	crustacean
copycat	person
ocotillo	candlewood
frame	framework
slop	food
elastase	enzyme
tiptop	top
homeboy	member
syllogism	deduction
production	exhibition
lioness	lion
adornment	decoration
incoherence	nonsense
preference	advantage
domestication	adaptation
diplodocus	dinosaur
unknown	region
scanning	photography
token	sign
aerolite	meteorite
gemfibrozil	medicine
hemochromatosis	pathology
fare	food
brahman	varna
redwing	thrush
conjugation	set
sufferance	endurance
tumbleweed	weed
phencyclidine	hallucinogen
kiwi	ratite
affinity	force
phragmocone	shell
lumbering	trade
weapon	instrument
defensiveness	sensitivity
cronyism	discrimination
direction	path
ringhals	elapid
1900s	decade
panchayat	council
roaster	pan
overlap	concurrence
nymphomaniac	pervert
champion	rival
exposure	presentation
villainess	villain
control	relation
boatbuilder	builder
acoustic	remedy
titer	concentration
spirea	astilbe
scenery	vicinity
programma	decree
faintness	weakness
watercolor	painting
clincher	tool
humanist	scholar
girdle	band
embarrassment	trouble
fruition	condition
hummer	singer
foray	attempt
stanhopea	orchid
motile	perceiver
syncope	articulation
gamekeeper	custodian
tepee	lodge
production	creation
acrylic	paint
frost	freeze
bimonthly	series
elaboration	development
galena	mineral
archangel	angel
worm	invertebrate
fence	barrier
dilation	expansion
bootstrap	strap
demur	objection
stimulant	drug
deanship	position
alienation	isolation
cell	room
vandalism	destruction
postdoctoral	grant-in-aid
lacquer	gum
gonadotropin	hormone
visualizer	perceiver
amputee	unfortunate
entente	agreement
origanum	herb
honor	standing
slasher	weapon
observation	measurement
neoclassicist	advocate
modesty	propriety
finery	attire
quill	pen
recruit	newcomer
dancer	person
hemin	chloride
ovation	recognition
cavalcade	procession
lactate	salt
palliation	easing
knife-edge	limit
hell	mischief
confidentiality	discretion
muckraking	exposure
baking	cooking
tetanus	infection
pilothouse	compartment
preceptor	teacher
diaspora	distribution
khanate	domain
magus	sorcerer
kiss	touch
bunch	agglomeration
stub	record
offset	printing
caftan	cloak
ethnology	anthropology
work	energy
costs	reimbursement
terror	imp
nick	prison
attack	criticism
end	extremity
reassignment	assignment
curse	affliction
peeler	worker
abbreviation	shortening
promotion	message
strength	property
suburbia	subculture
tie	equality
medalist	golfer
authority	book
gulper	drinker
generosity	kindness
pogge	poacher
detox	ward
humility	trait
croak	utterance
top	region
dermabrasion	removal
rondeau	poem
dreadlock	lock
patty	pie
cur	coward
jump	propulsion
sunscreen	cream
trapezium	quadrilateral
feline	carnivore
clock	timepiece
curandero	therapist
mod	adolescent
pride	satisfaction
crack	blemish
excitability	responsiveness
saddle	cut
rhomboid	parallelogram
toe	covering
solitaire	jewel
burning	execution
buying	purchase
belt	region
atherosclerosis	arteriosclerosis
labor	class
softball	baseball
planking	lumber
scanning	reproduction
cassock	vestment
rear	formation
amplification	increase
tippler	drinker
light	condition
flourish	wave
completion	termination
speedway	road
teaspoon	spoon
plowman	farmhand
electrolytic	capacitor
viceroy	nymphalid
works	mechanism
solace	comfort
dimwit	simpleton
ling	hake
passerby	pedestrian
layer	artifact
amalgam	alloy
collector	crater
autotomy	removal
chiton	tunic
dry	reformer
bunt	smut
solfege	singing
mercy	blessing
overload	load
khadi	fabric
stomach	inclination
fastener	person
drift	tenor
conversation	speech
benzoate	salt
sewer	drain
airline	line
alliteration	rhyme
kinesiology	physiology
examiner	inquirer
entree	right
traineeship	aid
tapa	fabric
mellowing	ripening
vandal	destroyer
keynote	subject
gazpacho	soup
contracture	contraction
plane	degree
swelling	symptom
iniquity	condition
hypothetical	hypothesis
emancipation	liberation
pallasite	meteorite
requisition	form
signage	collection
elderberry	drupe
refusal	denial
snap	motion
four-in-hand	necktie
rib	molding
timeline	chronology
belt	accessory
endogamy	marriage
reverse	run
devotion	love
disfavor	rejection
falcon	hawk
elixir	liquid
icon	painting
hepatomegaly	abnormality
dolor	grief
overexposure	exposure
crossbar	bar
sparrow	passerine
while	time
confidante	confidant
sitting	session
bush	wilderness
immune	person
porterage	charge
extrapolation	inference
merchant	businessperson
oscillation	wave
scepter	reign
scapular	garment
lyceum	hall
australopithecine	hominid
predictability	certainty
spiritualism	belief
receipt	acknowledgment
diocese	jurisdiction
acquirer	person
strongroom	storeroom
distemper	paint
velodrome	racetrack
taste	discrimination
extrovert	person
shipwreck	accident
yearling	placental
bystander	spectator
tie	beam
wonderland	land
flat	scenery
dipterocarp	tree
potato	starches
stroke	maneuver
freehold	tenure
leverage	investing
board	lumber
cheilitis	inflammation
crapshoot	risk
bight	loop
antipode	opposition
carving	sculpture
bill	statement
heat	race
misgovernment	government
chandler	maker
ashram	retreat
speedometer	meter
penetration	entrance
roller	wheel
thrombus	clot
cove	cave
matter	concern
flourish	embellishment
soapberry	tree
dodge	evasion
searcher	calosoma
grid	plate
forwarding	transmission
circuit	path
amnesty	clemency
fault	serve
nodule	node
exogamy	marriage
pulse	legume
napalm	gasoline
doom	destiny
cavalryman	soldier
larva	animal
confinement	restraint
gamut	scope
earldom	domain
trichinosis	infestation
hack	tool
banditry	plundering
venter	uterus
ramble	amble
paint	coating
referee	official
vision	sensation
waist	area
headlock	lock
interpreter	mediator
jabot	frill
parathion	insecticide
aquamarine	beryl
silicon	semiconductor
interception	prevention
clearing	tract
1530s	decade
catechist	teacher
upsilon	letter
poll	parrot
hypothesis	proposal
tart	pie
roughness	intensification
breakwater	barrier
roofing	trade
consignment	delivery
turn	favor
slipper	footwear
capacity	production
framer	writer
cube	subshrub
sleeper	achiever
out	failure
collard	kale
trammel	restraint
blow	impact
expectation	feeling
nilgai	antelope
coil	contraceptive
complexion	nature
quad	type
ambrosia	dainty
paddy	field
nirvana	blessedness
asphalt	paving
ala	wing
forefront	front
attack	operation
dog	canine
shill	decoy
affirmation	commitment
hotness	spiciness
rest	inactivity
foodstuff	food
case	receptacle
burgomaster	mayor
neuralgia	pain
pediculosis	infestation
gyro	sandwich
fovea	area
chlorine	halogen
view	purpose
dick	detective
credit	accomplishment
breakaway	secession
libertarian	advocate
attentiveness	attention
register	record
food	substance
hairbrush	brush
extension	stretching
counter	register
modulus	coefficient
discontinuity	separation
morocco	leather
class	league
decapitation	killing
finalization	completion
greyhound	racer
drumstick	helping
situation	condition
blowfly	fly
vector	virus
flintstone	flint
winter	season
lymphadenitis	inflammation
bioluminescence	luminescence
commentator	writer
numerologist	believer
atrium	chamber
custodianship	position
picture	situation
browser	spectator
impersonation	acting
chef	cook
ramus	bone
flit	move
boatman	worker
passage	journey
necklace	jewelry
orthopedist	specialist
frangipani	shrub
pass	situation
case	container
advisory	announcement
vestal	woman
bolivia	canasta
ala	process
declaration	testimony
shadowboxing	exercise
lorry	truck
shipmate	associate
leaning	act
earthstar	fungus
sour	taste
scholarship	prize
hematocrit	ratio
dump	copy
destination	goal
snooker	pool
sweatbox	device
loaner	car
forecourt	court
grubstake	interest
order	request
yam	tuber
darter	animal
grogginess	drunkenness
cuisine	cooking
cataract	waterfall
skyline	outline
perry	alcohol
moloch	agamid
shiner	cyprinid
criticism	disapproval
salvage	property
seal	device
matronymic	name
submariner	bluejacket
tube	structure
alcazar	palace
flight	formation
dumping	selling
schooling	teaching
pulpwood	softwood
teaser	device
report	noise
immediacy	directness
trichinosis	myositis
guildhall	hall
bola	rope
conveyance	transmission
dazzle	brightness
sage	mentor
locomotion	mobility
former	first
locket	case
personification	person
necker	lover
adduction	motion
coordinate	number
license	liberty
iris	diaphragm
literalism	doctrine
ontology	metaphysics
wiper	worker
detachment	separation
consent	permission
milk	beverage
ephedrine	bronchodilator
standing	list
regulation	control
margarine	spread
winder	worker
chauffeur	driver
carjacking	hijack
pachyderm	placental
plaything	artifact
hull	calyx
bank	depository
high-rise	tower
turf	land
downside	side
deviation	variation
mileage	ratio
handling	touch
hiatus	piece
dormancy	inaction
correctness	quality
pentameter	verse
robber	thief
fusilier	infantryman
ripcord	cord
pilgrim	believer
hypochlorite	salt
platform	document
rota	roll
stock	merchandise
lie	falsehood
incidence	frequency
alibi	defense
bot	larva
peddler	seller
clerk	employee
chestnut	brown
slops	clothing
integument	covering
checkerboard	board
collation	collection
radical	measure
fine	penalty
fortieth	rank
cougar	wildcat
burning	torture
limb	edge
retaliation	return
fury	anger
minstrelsy	ballad
dimness	dullness
troubleshooter	repairman
branch	division
guar	legume
action	act
isosorbide	medicine
dendrobium	orchid
thirst	drive
consumption	demand
stirring	agitation
nagi	conifer
fleece	wool
footbridge	bridge
tenor	pitch
mesquite	shrub
self-preservation	preservation
jackknife	dive
prolactin	gonadotropin
pawl	catch
metalworking	formation
majority	age
morgue	building
millettia	tree
direction	message
cripple	person
chrome	chromium
mudguard	fender
extension	expansion
adjuster	investigator
carnivore	predator
splitter	worker
angioma	angiopathy
actinolite	amphibole
subscriber	customer
exaction	demand
roping	labor
jollity	gaiety
harridan	scold
cyanobacteria	eubacteria
substance	part
plotter	instrument
distortion	falsification
sheep	follower
effort	labor
bier	coffin
topology	configuration
honesty	righteousness
comer	rival
traditionalism	orthodoxy
nymphet	woman
antibacterial	medicine
chain	series
achillea	herb
anamorphosis	evolution
borrelia	spirochete
wrap	sandwich
auspices	endorsement
garishness	ugliness
portage	cost
broom	shrub
development	processing
domicile	residence
walk-through	passageway
denier	coin
pointer	indicator
detention	punishment
splint	paring
calcimine	wash
regatta	meet
breach	failure
manicure	care
value	ideal
martyr	victim
modulus	integer
nineties	decade
flat	box
jump	descent
chalk	white
bakery	workplace
sobriety	temperance
thoroughbred	animal
filing	formation
warrener	gamekeeper
tenant	resident
bat	club
accomplishment	action
primacy	importance
stout	ale
sedative	medicine
error	happening
burst	activity
toasting	cooking
serape	shawl
sense	meaning
hearing	opportunity
totalitarian	disciple
polyester	fabric
penlight	flashlight
pod	husk
downpour	rain
brother-in-law	in-law
breakdown	analysis
transferase	enzyme
orchestra	seating
boastfulness	conceit
vessel	craft
disagreement	conflict
incubation	phase
updraft	draft
quinidine	antiarrhythmic
myrmidon	follower
canteen	flask
paparazzo	photographer
duckling	duck
pyrotechnics	brilliance
hurl	throw
sweeper	employee
warthog	swine
fire	trial
bracket	set
match	contest
pill	burden
supremacist	advocate
countercharge	charge
bodyguard	guard
hyperactivity	disorder
acropolis	bastion
note	air
iguanodon	dinosaur
ethnic	person
temp	worker
sodomite	pervert
descendant	relative
teetotaling	abstinence
rubric	direction
slug	alcohol
burn	pain
haircut	hairdo
fullerene	carbon
fork	tool
order	command
ungulate	placental
blue	clothing
ancestry	inheritance
nativist	philosopher
jet	lignite
point	meaning
throw	propulsion
stupa	shrine
festival	celebration
stumblebum	boxer
semiprofessional	professional
quadrate	cube
putrefaction	decay
lurch	defeat
sectional	furniture
challenge	questioning
bayou	lake
yak	ox
inhalation	breath
chow	fare
noise	trouble
peonage	practice
treasure	wealth
disobedience	insubordination
mechanism	performance
recognition	memory
subsistence	support
receivership	position
freelancer	worker
arsenal	armament
stent	tube
blockhouse	stronghold
parsimony	frugality
deification	condition
vent	hole
packet	message
etcher	artist
top	intensity
eclogue	pastoral
whippet	greyhound
loofah	luffa
objection	procedure
sackcloth	garment
silex	silica
infarct	pathology
roselle	hibiscus
gleaner	collector
middle	point
touch	attack
docket	calendar
tupelo	wood
hotchpotch	stew
clarence	carriage
seamanship	skill
extension	property
ferrocyanide	salt
screamer	waterfowl
omnivore	eater
spill	flow
topknot	crest
illiteracy	ignorance
reliever	person
signature	sheet
clonus	convulsion
cloverleaf	interchange
jacket	shell
novel	book
antidote	remedy
inclusion	situation
viticulturist	agriculturist
